event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol,source_url
2024-10-10T13:00:00-04:00,United States,30-Year Bond Auction,30 year bond yield,,4.389%,4.015%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-10T16:30:00-04:00,United States,Fed Balance Sheet,central bank balance sheet,OCT/9,$7.05T,$7.05T,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T08:30:00-04:00,United States,PPI MoM,producer price inflation mom,SEP,0%,0.2%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T08:30:00-04:00,United States,Core PPI MoM,core producer prices mom,SEP,0.2%,0.3%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T08:30:00-04:00,United States,Core PPI YoY,core producer prices yoy,SEP,2.8%,2.6%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T08:30:00-04:00,United States,PPI,producer prices,SEP,145.173,145.103,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T08:30:00-04:00,United States,"PPI Ex Food, Energy and Trade MoM",ppi ex food energy and trade services mom,SEP,0.1%,0.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T08:30:00-04:00,United States,"PPI Ex Food, Energy and Trade YoY",ppi ex food energy and trade services yoy,SEP,3.2%,3.3%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T08:30:00-04:00,United States,PPI YoY,producer prices change,SEP,1.8%,1.9%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T09:45:00-04:00,United States,Fed Goolsbee Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T10:00:00-04:00,United States,Michigan Consumer Sentiment Prel,consumer confidence,OCT,68.9,70.1,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T10:00:00-04:00,United States,Michigan 5 Year Inflation Expectations Prel,michigan 5 year inflation expectations,OCT,3%,3.1%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T10:00:00-04:00,United States,Michigan Consumer Expectations Prel,michigan consumer expectations,OCT,72.9,74.4,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T10:00:00-04:00,United States,Michigan Current Conditions Prel,michigan current economic conditions,OCT,62.7,63.3,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T10:00:00-04:00,United States,Michigan Inflation Expectations Prel,michigan inflation expectations,OCT,2.9%,2.7%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T12:00:00-04:00,United States,Wasde Report,calendar,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T13:00:00-04:00,United States,Baker Hughes Oil Rig Count,crude oil rigs,OCT/11,481,479,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T13:00:00-04:00,United States,Baker Hughes Total Rigs Count,total rigs,OCT/11,586,585,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-11T13:10:00-04:00,United States,Fed Bowman Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-14T09:00:00-04:00,United States,Fed Kashkari Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-14T15:00:00-04:00,United States,Fed Waller Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-14T17:00:00-04:00,United States,Fed Kashkari Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T08:30:00-04:00,United States,NY Empire State Manufacturing Index,ny empire state manufacturing index,OCT,-11.90,11.50,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T08:55:00-04:00,United States,Redbook YoY,redbook index,OCT/12,5.6%,5.4%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T11:00:00-04:00,United States,Consumer Inflation Expectations,inflation expectations,SEP,3%,3%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T11:30:00-04:00,United States,Fed Daly Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T11:30:00-04:00,United States,3-Month Bill Auction,3 month bill yield,,4.515%,4.550%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T11:30:00-04:00,United States,6-Month Bill Auction,6 month bill yield,,4.270%,4.305%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T12:00:00-04:00,United States,Nopa Crush Report,calendar,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T13:00:00-04:00,United States,Fed Kugler Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-15T19:00:00-04:00,United States,Fed Bostic Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T07:00:00-04:00,United States,MBA 30-Year Mortgage Rate,mortgage rate,OCT/11,6.52%,6.36%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T07:00:00-04:00,United States,MBA Mortgage Applications,mortgage applications,OCT/11,-17%,-5.1%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T07:00:00-04:00,United States,MBA Mortgage Market Index,mba mortgage market index,OCT/11,230.2,277.5,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T07:00:00-04:00,United States,MBA Mortgage Refinance Index,mba mortgage refinance index,OCT/11,734.6,997.3,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T07:00:00-04:00,United States,MBA Purchase Index,mba purchase index,OCT/11,138.4,149.2,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T08:30:00-04:00,United States,Export Prices MoM,export prices mom,SEP,-0.7%,-0.9%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T08:30:00-04:00,United States,Import Prices MoM,import prices mom,SEP,-0.4%,-0.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T08:30:00-04:00,United States,Export Prices YoY,export prices yoy,SEP,-2.1%,-0.9%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T08:30:00-04:00,United States,Import Prices YoY,import prices yoy,SEP,-0.1%,0.8%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T11:30:00-04:00,United States,17-Week Bill Auction,17 week bill yield,,4.420%,4.430%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-16T16:30:00-04:00,United States,API Crude Oil Stock Change,api crude oil stock change,OCT/11,-1.58M,10.9M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Retail Sales MoM,retail sales mom,SEP,0.4%,0.1%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Initial Jobless Claims,initial jobless claims,OCT/12,241K,260K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Philadelphia Fed Manufacturing Index,philadelphia fed manufacturing index,OCT,10.3,1.7,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Retail Sales Ex Autos MoM,retail sales ex autos,SEP,0.5%,0.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Continuing Jobless Claims,continuing jobless claims,OCT/05,1867K,1858K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Jobless Claims 4-week Average,jobless claims 4-week average,OCT/12,236.25K,231.5K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Philly Fed Business Conditions,philly fed business conditions,OCT,36.7,15.8,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Philly Fed CAPEX Index,philly fed capex index,OCT,23.50,25.00,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Philly Fed Employment,philly fed employment,OCT,-2.2,10.7,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Philly Fed New Orders,philly fed new orders,OCT,14.2,-1.5,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Philly Fed Prices Paid,philly fed prices paid,OCT,29.70,34.00,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Retail Sales Ex Gas/Autos MoM,retail sales ex gas and autos mom,SEP,0.7%,0.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T08:30:00-04:00,United States,Retail Sales YoY,retail sales yoy,SEP,1.7%,2.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T09:15:00-04:00,United States,Industrial Production MoM,industrial production mom,SEP,-0.3%,0.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T09:15:00-04:00,United States,Capacity Utilization,capacity utilization,SEP,77.5%,77.8%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T09:15:00-04:00,United States,Industrial Production YoY,industrial production,SEP,-0.6%,-0.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T09:15:00-04:00,United States,Manufacturing Production MoM,manufacturing production mom,SEP,-0.4%,0.5%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T09:15:00-04:00,United States,Manufacturing Production YoY,manufacturing production,SEP,-0.5%,0%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T10:00:00-04:00,United States,Business Inventories MoM,business inventories,AUG,0.3%,0.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T10:00:00-04:00,United States,NAHB Housing Market Index,nahb housing market index,OCT,43,41,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T10:00:00-04:00,United States,Retail Inventories Ex Autos MoM,retail inventories ex autos,AUG,0.5%,0.6%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T10:30:00-04:00,United States,EIA Natural Gas Stocks Change,natural gas stocks change,OCT/11,76Bcf,82Bcf,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Crude Oil Stocks Change,crude oil stocks change,OCT/11,-2.192M,5.81M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Gasoline Stocks Change,gasoline stocks change,OCT/11,-2.201M,-6.304M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,Fed Goolsbee Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Crude Oil Imports Change,crude oil imports,OCT/11,-1.039M,-0.305M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Cushing Crude Oil Stocks Change,cushing crude oil stocks,OCT/11,0.108M,1.247M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Distillate Fuel Production Change,distillate fuel production,OCT/11,-0.234M,0.194M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Distillate Stocks Change,distillate stocks,OCT/11,-3.534M,-3.124M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Gasoline Production Change,gasoline production,OCT/11,-0.941M,0.627M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Heating Oil Stocks Change,heating oil stocks,OCT/11,-0.343M,0.497M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:00:00-04:00,United States,EIA Refinery Crude Runs Change,refinery crude runs,OCT/11,0.165M,-0.101M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:30:00-04:00,United States,4-Week Bill Auction,4 week bill yield,,4.700%,4.750%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T11:30:00-04:00,United States,8-Week Bill Auction,8 week bill yield,,4.630%,4.640%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T12:00:00-04:00,United States,15-Year Mortgage Rate,15 year mortgage rate,OCT/16,5.63%,5.41%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T12:00:00-04:00,United States,30-Year Mortgage Rate,30 year mortgage rate,OCT/16,6.44%,6.32%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T16:00:00-04:00,United States,Net Long-term TIC Flows,net long-term tic flows,AUG,$111.4B,$137.9B,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T16:00:00-04:00,United States,Foreign Bond Investment,foreign bond investment,AUG,$19.2B,$55.9B,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T16:00:00-04:00,United States,Overall Net Capital Flows,capital flows,AUG,$79.2B,$159.1B,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-17T16:30:00-04:00,United States,Fed Balance Sheet,central bank balance sheet,OCT/16,$7.04T,$7.05T,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T08:30:00-04:00,United States,Building Permits Prel,building permits,SEP,1.428M,1.47M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T08:30:00-04:00,United States,Building Permits MoM Prel,building permits mom,SEP,-2.9%,4.6%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T08:30:00-04:00,United States,Housing Starts,housing starts,SEP,1.354M,1.361M,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T08:30:00-04:00,United States,Housing Starts MoM,housing starts mom,SEP,-0.5%,7.8%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T09:30:00-04:00,United States,Fed Bostic Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T10:00:00-04:00,United States,Fed Kashkari Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T12:10:00-04:00,United States,Fed Waller Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T12:30:00-04:00,United States,Fed Bostic Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T13:00:00-04:00,United States,Baker Hughes Oil Rig Count,crude oil rigs,OCT/18,482,481,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T13:00:00-04:00,United States,Baker Hughes Total Rigs Count,total rigs,OCT/18,585,586,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-18T16:00:00-04:00,United States,Monthly Budget Statement,government budget value,SEP,$64B,$-380B,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-21T08:55:00-04:00,United States,Fed Logan Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-21T10:00:00-04:00,United States,Cb Leading Index Mom,calendar,SEP,-0.5%,-0.3%,-0.3%,-0.1%,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-21T11:30:00-04:00,United States,3-Month Bill Auction,3 month bill yield,,4.510%,4.515%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-21T11:30:00-04:00,United States,6-Month Bill Auction,6 month bill yield,,4.310%,4.270%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-21T13:00:00-04:00,United States,Fed Kashkari Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-21T17:05:00-04:00,United States,Fed Schmid Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-22T08:55:00-04:00,United States,Redbook YoY,redbook index,OCT/19,4.6%,5.6%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-22T10:00:00-04:00,United States,Fed Harker Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-22T10:00:00-04:00,United States,Richmond Fed Manufacturing Index,richmond fed manufacturing index,OCT,-14,-21,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-22T10:00:00-04:00,United States,Richmond Fed Manufacturing Shipments Index,richmond fed manufacturing shipments,OCT,-8,-18,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-22T10:00:00-04:00,United States,Richmond Fed Services Revenues Index,richmond fed services index,OCT,3,-1,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-22T11:30:00-04:00,United States,42-Day Bill Auction,calendar,,4.650%,4.720%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-22T13:00:00-04:00,United States,Money Supply,money supply m2,SEP,$21.22T,$21.18T,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-22T16:30:00-04:00,United States,API Crude Oil Stock Change,api crude oil stock change,OCT/18,1.643M,-1.58M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T07:00:00-04:00,United States,MBA 30-Year Mortgage Rate,mortgage rate,OCT/18,6.52%,6.52%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T07:00:00-04:00,United States,MBA Mortgage Applications,mortgage applications,OCT/18,-6.7%,-17%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T07:00:00-04:00,United States,MBA Mortgage Market Index,mba mortgage market index,OCT/18,214.8,230.2,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T07:00:00-04:00,United States,MBA Mortgage Refinance Index,mba mortgage refinance index,OCT/18,672.6,734.6,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T07:00:00-04:00,United States,MBA Purchase Index,mba purchase index,OCT/18,131.3,138.4,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T09:00:00-04:00,United States,Fed Bowman Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:00:00-04:00,United States,Existing Home Sales,existing home sales,SEP,3.84M,3.88M,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:00:00-04:00,United States,Existing Home Sales MoM,existing home sales mom,SEP,-1%,-2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Crude Oil Stocks Change,crude oil stocks change,OCT/18,5.474M,-2.192M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Gasoline Stocks Change,gasoline stocks change,OCT/18,0.878M,-2.201M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Crude Oil Imports Change,crude oil imports,OCT/18,0.913M,-1.039M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Cushing Crude Oil Stocks Change,cushing crude oil stocks,OCT/18,-0.346M,0.108M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Distillate Fuel Production Change,distillate fuel production,OCT/18,0.257M,-0.234M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Distillate Stocks Change,distillate stocks,OCT/18,-1.14M,-3.534M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Gasoline Production Change,gasoline production,OCT/18,0.666M,-0.941M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Heating Oil Stocks Change,heating oil stocks,OCT/18,-0.28M,-0.343M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T10:30:00-04:00,United States,EIA Refinery Crude Runs Change,refinery crude runs,OCT/18,0.329M,0.165M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T11:30:00-04:00,United States,17-Week Bill Auction,17 week bill yield,,4.445%,4.430%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T12:00:00-04:00,United States,Fed Barkin Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T13:00:00-04:00,United States,20-Year Bond Auction,20 year bond yield,,4.590%,4.039%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-23T14:00:00-04:00,United States,Fed Beige Book,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T07:30:00-04:00,United States,Building Permits Final,building permits,SEP,1.425M,1.470M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T07:30:00-04:00,United States,Building Permits MoM Final,building permits mom,SEP,-3.1%,4.6%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T08:30:00-04:00,United States,Chicago Fed National Activity Index,chicago fed national activity index,SEP,-0.28,-0.01,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T08:30:00-04:00,United States,Initial Jobless Claims,initial jobless claims,OCT/19,227K,242K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T08:30:00-04:00,United States,Continuing Jobless Claims,continuing jobless claims,OCT/12,1897K,1869K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T08:30:00-04:00,United States,Jobless Claims 4-week Average,jobless claims 4-week average,OCT/19,238.5K,236.5K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T09:45:00-04:00,United States,Fed Hammack Speech,interest rate,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T09:45:00-04:00,United States,S&P Global Composite PMI Flash,composite pmi,OCT,54.3,54.0,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T09:45:00-04:00,United States,S&P Global Manufacturing PMI Flash,manufacturing pmi,OCT,47.8,47.3,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
